cve_id,cvss_base_score,days_since_disclosure,cwe_ids,exploit_available,public_facing,data_sensitivity,has_patch,attack_vector_ADJACENT_NETWORK,attack_vector_LOCAL,attack_vector_NETWORK,attack_vector_PHYSICAL,attack_complexity_HIGH,attack_complexity_LOW,privileges_required_HIGH,privileges_required_LOW,privileges_required_NONE,user_interaction_NONE,user_interaction_REQUIRED,scope_CHANGED,scope_UNCHANGED,confidentiality_impact_HIGH,confidentiality_impact_LOW,confidentiality_impact_NONE,integrity_impact_HIGH,integrity_impact_LOW,integrity_impact_NONE,availability_impact_HIGH,availability_impact_LOW,availability_impact_NONE,risk_score
CVE-1999-0084,8.4,0,CWE-269,0,0,0,0,False,True,False,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,5.36
CVE-1999-0066,9.8,0,Unknown,1,0,1,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,9.25
CVE-1999-0022,7.8,0,CWE-125,1,1,0,0,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,9.120000000000001
CVE-1999-0043,9.8,0,CWE-78,1,0,3,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,9.91
CVE-1999-0236,7.5,0,Unknown,1,0,0,1,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,True,8.0
CVE-1999-0038,8.4,0,CWE-120,0,0,0,1,False,True,False,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,5.36
CVE-1999-0039,7.3,0,CWE-77,0,1,1,0,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,False,False,True,False,False,True,False,6.25
CVE-1999-0036,8.4,0,CWE-434,1,0,0,0,False,True,False,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,8.36
CVE-1999-0059,7.3,0,CWE-200,1,0,0,0,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,False,False,True,False,False,True,False,7.92
CVE-1999-0029,8.4,0,CWE-125,0,0,1,1,False,True,False,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,5.69
CVE-1999-0239,7.5,0,CWE-178,0,0,0,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,True,5.0
CVE-1999-0013,8.4,0,CWE-522,0,1,0,0,False,True,False,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,6.36
CVE-1999-0012,7.0,0,CWE-290,1,0,1,0,False,False,True,False,True,False,False,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,8.13
CVE-1999-0011,5.4,0,CWE-1067,0,0,1,0,True,False,False,False,False,True,False,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,4.49
CVE-1999-0069,8.4,0,CWE-119,1,0,2,0,False,True,False,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,9.02
CVE-1999-1152,7.5,0,CWE-307,1,0,0,1,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,True,8.0
CVE-1999-0783,5.5,0,CWE-59,0,0,2,0,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,4.86
CVE-1999-0006,9.8,0,CWE-125,1,0,1,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,9.25
CVE-1999-0159,3.5,0,CWE-400,0,0,1,0,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,3.7300000000000004
CVE-1999-0052,7.5,0,CWE-476,0,0,2,0,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,True,False,False,5.66
CVE-1999-1568,7.5,0,"CWE-193,CWE-193",0,0,1,0,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,True,False,False,5.33
CVE-1999-0426,9.8,0,CWE-276,1,0,1,1,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,9.25
CVE-1999-0468,8.2,0,CWE-200,1,1,0,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,False,True,False,False,False,True,9.28
CVE-1999-1549,7.8,0,CWE-346,0,0,1,0,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,5.45
CVE-1999-1127,7.5,0,CWE-772,0,0,2,0,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,True,False,False,5.66
CVE-1999-1324,9.8,0,CWE-307,1,1,1,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,10.0
CVE-1999-1386,5.5,0,CWE-59,0,1,1,1,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False,True,5.53
CVE-1999-1588,9.8,0,CWE-119,1,0,0,1,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,8.92
CVE-2000-0258,7.5,0,CWE-20,0,0,2,0,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,True,False,False,5.66
CVE-2000-1218,9.8,0,CWE-346,1,0,1,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,9.25
CVE-2000-0338,5.5,0,CWE-667,0,0,1,1,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,4.53
CVE-2000-0342,7.5,0,CWE-59,1,1,1,0,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,True,False,False,False,False,True,9.33
CVE-2000-0552,5.5,0,CWE-459,1,0,2,0,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,True,7.86
CVE-2000-0497,7.5,0,CWE-178,1,0,1,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,True,8.33
CVE-2000-0498,7.5,0,CWE-178,1,0,1,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,True,8.33
CVE-2000-0499,7.5,0,CWE-178,0,0,0,1,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,True,5.0
CVE-2000-0944,9.8,0,CWE-522,1,0,1,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,9.25
CVE-2000-0972,5.5,0,CWE-59,0,0,2,0,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,True,4.86
CVE-2000-1178,5.5,0,CWE-59,0,0,1,1,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False,True,4.53
CVE-2001-0006,7.1,0,CWE-732,0,0,1,0,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,True,False,False,True,False,False,5.17
CVE-2001-0195,7.8,0,CWE-281,0,1,0,0,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,6.12
CVE-2001-1391,5.5,0,CWE-193,0,1,0,0,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False,True,5.2
CVE-2001-1339,9.8,0,CWE-307,1,1,1,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,10.0
CVE-2001-0248,9.8,0,CWE-131,1,1,1,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,10.0
CVE-2001-0249,9.8,0,CWE-131,1,0,0,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,8.92
CVE-2001-0334,7.5,0,CWE-131,1,0,0,0,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,True,False,False,8.0
CVE-2001-1043,7.5,0,CWE-59,0,0,1,1,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,True,5.33
CVE-2001-1386,7.5,0,CWE-59,0,1,0,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,True,6.0
CVE-2001-0395,9.8,0,CWE-307,1,0,2,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,9.58
CVE-2001-1042,7.5,0,CWE-59,0,0,3,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,True,5.99
CVE-2001-1291,9.8,0,CWE-307,1,1,0,1,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,9.92
CVE-2001-1238,7.8,0,CWE-178,0,0,0,0,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,5.12
CVE-2001-0497,7.8,0,CWE-276,1,1,0,0,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,9.120000000000001
CVE-2001-1471,8.8,0,CWE-665,1,0,0,0,False,False,True,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,8.52
CVE-2001-0609,9.8,0,CWE-193,1,1,1,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,10.0
CVE-2001-1155,9.8,0,CWE-863,1,0,2,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,9.58
CVE-2001-0682,5.5,0,CWE-667,0,0,0,0,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,4.2
CVE-2000-1198,5.5,0,CWE-667,0,1,1,1,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,5.53
CVE-2001-0967,9.8,0,CWE-916,1,1,3,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,10.0
CVE-2001-1452,7.5,0,CWE-346,1,0,1,1,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,True,False,False,False,False,True,8.33
CVE-2001-1125,9.8,0,"CWE-494,CWE-494",1,0,0,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,8.92
CVE-2001-0766,9.8,0,CWE-178,1,0,2,1,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,9.58
CVE-2001-0795,7.5,0,CWE-178,0,1,0,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,True,6.0
CVE-2001-0667,7.3,0,"CWE-88,CWE-88",1,1,1,0,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,False,False,True,False,False,True,False,9.25
CVE-2001-0950,7.5,0,CWE-331,1,0,0,1,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,True,8.0
CVE-2001-0827,7.5,0,CWE-400,1,0,1,0,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,True,False,False,8.33
CVE-2001-0830,7.5,0,CWE-772,1,0,0,0,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,True,False,False,8.0
CVE-2001-1481,9.8,0,CWE-312,1,1,1,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,10.0
CVE-2001-1494,5.5,0,CWE-59,0,0,0,0,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False,True,4.2
CVE-2001-1496,9.8,0,CWE-193,1,0,0,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,8.92
CVE-2001-1515,7.5,0,CWE-281,1,0,1,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,True,8.33
CVE-2001-1533,5.3,0,Unknown,0,0,1,0,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,True,False,4.45
CVE-2001-1536,7.5,0,CWE-312,1,1,1,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,True,9.33
CVE-2001-1537,7.5,0,CWE-312,1,1,2,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,True,9.66
CVE-2001-1546,7.8,0,"CWE-326,CWE-326",1,0,0,0,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,8.120000000000001
CVE-2001-1559,5.5,0,CWE-476,0,0,1,0,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,4.53
CVE-2002-0059,9.8,0,CWE-415,1,0,1,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,9.25
CVE-2002-0083,9.8,0,CWE-193,1,0,1,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,9.25
CVE-2002-0051,7.8,0,"CWE-667,CWE-667",0,0,1,1,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,5.45
CVE-2002-0184,7.8,0,CWE-131,1,1,0,0,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,9.120000000000001
CVE-2002-0401,7.5,0,CWE-476,0,0,0,0,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,True,False,False,5.0
CVE-2002-0367,7.8,0,CWE-269,1,0,1,0,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,8.450000000000001
CVE-2002-0639,9.8,0,CWE-190,1,1,0,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,9.92
CVE-2002-0653,7.8,0,CWE-193,0,0,0,0,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,5.12
CVE-2002-0671,9.8,0,CWE-494,1,0,0,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,8.92
CVE-2002-0704,7.5,0,CWE-212,0,1,1,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,True,6.33
CVE-2002-0391,9.8,0,"CWE-190,CWE-190",1,0,1,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,9.25
CVE-2002-0485,7.5,0,"CWE-178,CWE-178",1,0,0,0,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,True,False,False,False,False,True,8.0
CVE-2002-0788,5.5,0,CWE-459,0,0,1,0,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,True,4.53
CVE-2002-0793,5.5,0,CWE-59,0,0,2,0,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False,True,4.86
CVE-2002-0844,7.8,0,CWE-193,1,1,0,0,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,9.120000000000001
CVE-2002-0725,5.5,0,CWE-59,0,0,2,0,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False,True,4.86
CVE-2002-0969,7.8,0,CWE-120,1,0,2,0,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,8.780000000000001
CVE-2002-1347,9.8,0,CWE-131,0,1,1,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,7.25
CVE-2002-1372,7.5,0,"CWE-252,CWE-252",1,0,0,1,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,True,False,False,8.0
CVE-2002-1657,7.5,0,"CWE-916,CWE-916",1,0,0,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,True,8.0
CVE-2002-1682,5.5,0,CWE-326,0,0,2,0,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,True,4.86
CVE-2002-1696,5.5,0,CWE-312,0,1,0,0,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,True,5.2
CVE-2002-1697,7.5,0,CWE-326,0,0,1,1,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,True,5.33
CVE-2002-1706,7.5,0,CWE-347,0,0,0,0,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,True,False,False,False,False,True,5.0
CVE-2002-1713,5.5,0,CWE-276,0,0,2,1,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,True,4.86
CVE-2002-1721,7.5,0,CWE-193,0,0,2,0,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,True,False,False,5.66
CVE-2002-1739,5.5,0,CWE-326,0,0,1,0,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,True,4.53
CVE-2002-1745,7.5,0,CWE-193,1,0,1,1,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,True,8.33
CVE-2002-1796,7.8,0,"CWE-347,CWE-347",0,1,1,0,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,6.45
CVE-2002-1798,9.1,0,CWE-425,1,1,0,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,False,False,True,9.64
CVE-2002-1800,7.5,0,CWE-312,0,0,1,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,True,5.33
CVE-2002-1810,7.5,0,CWE-306,1,1,1,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,True,9.33
CVE-2002-1816,9.8,0,"CWE-193,CWE-193",1,1,0,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,9.92
CVE-2002-1820,9.8,0,CWE-178,1,0,0,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,8.92
CVE-2002-1844,7.8,0,CWE-276,1,1,2,0,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,9.780000000000001
CVE-2002-1850,7.5,0,CWE-667,1,0,0,0,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,True,False,False,8.0
CVE-2002-1869,3.3,0,CWE-667,0,1,0,0,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,4.32
CVE-2002-1872,7.5,0,CWE-326,1,0,3,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,True,8.99
CVE-2002-1910,7.5,0,CWE-326,0,0,2,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,True,5.66
CVE-2002-1912,7.5,0,CWE-476,1,0,2,0,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,True,False,False,8.66
CVE-2002-1914,5.5,0,CWE-667,1,0,1,0,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,7.53
CVE-2002-1915,5.5,0,CWE-667,0,0,0,0,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,4.2
CVE-2002-1946,5.5,0,CWE-326,0,1,1,0,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,True,5.53
CVE-2002-1949,7.5,0,CWE-319,0,0,0,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,True,5.0
CVE-2002-1975,5.5,0,"CWE-326,CWE-326",0,1,2,1,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,True,5.86
CVE-2002-2024,5.3,0,CWE-219,0,0,0,0,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,False,False,False,True,False,False,True,4.12
CVE-2002-2058,7.5,0,CWE-327,1,0,0,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,True,8.0
CVE-2002-2066,7.5,0,CWE-459,1,0,3,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,True,8.99
CVE-2002-2067,7.5,0,CWE-459,1,1,0,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,True,9.0
CVE-2002-2068,7.5,0,CWE-459,0,1,0,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,True,6.0
CVE-2002-2069,7.5,0,CWE-459,0,0,1,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,True,5.33
CVE-2002-2070,7.5,0,CWE-459,0,0,0,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,True,5.0
CVE-2002-2119,9.8,0,CWE-178,1,0,0,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,8.92
CVE-2002-2323,7.5,0,"CWE-59,CWE-281",0,0,1,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,True,5.33
CVE-2002-0628,7.5,0,CWE-307,0,0,0,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,True,5.0
CVE-2003-0063,7.3,0,Unknown,0,1,0,0,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,False,False,True,False,False,True,False,5.92
CVE-2002-1484,9.8,0,CWE-918,1,1,2,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,10.0
CVE-2003-0174,9.8,0,CWE-346,1,1,1,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,10.0
CVE-2003-0356,9.8,0,CWE-193,1,1,0,1,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,9.92
CVE-2003-0411,7.5,0,CWE-178,0,0,1,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,True,5.33
CVE-2003-0252,9.8,0,CWE-193,1,0,0,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,8.92
CVE-2003-0517,5.5,0,CWE-59,0,0,0,0,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False,True,4.2
CVE-2003-0578,7.8,0,CWE-59,1,0,0,0,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,8.120000000000001
CVE-2003-0466,9.8,0,CWE-193,1,0,1,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,9.25
CVE-2003-0625,7.5,0,CWE-193,0,0,1,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,True,5.33
CVE-2003-0791,9.8,0,CWE-502,1,1,0,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,9.92
CVE-2003-0899,9.8,0,CWE-131,0,1,1,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,7.25
CVE-2003-0545,9.8,0,CWE-415,1,0,0,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,8.92
CVE-2003-0844,7.1,0,CWE-59,0,0,1,0,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,True,False,False,True,False,False,5.17
CVE-2003-1233,9.8,0,CWE-59,1,0,1,1,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,9.25
CVE-2003-1564,6.5,0,CWE-776,0,0,0,0,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,True,False,False,4.6
CVE-2003-0981,6.1,0,CWE-346,0,0,0,0,False,False,True,False,False,True,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,True,4.4399999999999995
CVE-2003-1000,7.5,0,CWE-476,1,0,2,1,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,True,False,False,8.66
CVE-2003-1013,7.5,0,CWE-476,1,0,2,0,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,True,False,False,8.66
CVE-2004-0030,9.8,0,CWE-829,1,1,2,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,10.0
CVE-2004-0005,9.8,0,CWE-193,1,0,2,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,9.58
CVE-2004-1865,4.8,0,CWE-79,0,0,0,0,False,False,True,False,False,True,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,3.92
CVE-2004-0217,7.0,0,CWE-59,1,0,1,0,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,8.13
CVE-2004-1967,8.8,0,CWE-352,1,1,1,1,False,False,True,False,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False,True,False,False,9.85
CVE-2004-0174,7.5,0,CWE-667,1,0,2,0,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,True,False,False,8.66
CVE-2004-0365,7.5,0,CWE-476,1,1,1,0,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,True,False,False,9.33
CVE-2004-0119,7.5,0,CWE-476,1,0,0,0,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,True,False,False,8.0
CVE-2004-0389,7.5,0,CWE-476,0,1,2,0,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,True,False,False,6.66
CVE-2004-0434,9.8,0,CWE-131,1,1,1,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,10.0
CVE-2003-1048,7.8,0,CWE-415,1,1,0,1,False,True,False,False,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False,True,False,False,9.120000000000001
CVE-2004-2061,9.8,0,CWE-918,1,0,1,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,9.25
CVE-2004-1703,8.8,0,CWE-352,1,0,2,0,False,False,True,False,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False,True,False,False,9.18
CVE-2004-1363,9.8,0,CWE-131,1,1,2,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,10.0
CVE-2004-0210,7.8,0,"CWE-120,CWE-120",1,0,3,0,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,9.110000000000001
CVE-2004-0213,7.8,0,CWE-306,1,0,2,0,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,8.780000000000001
CVE-2004-1714,7.1,0,CWE-732,1,1,0,0,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,True,False,False,True,False,False,8.84
CVE-2004-0458,7.5,0,"CWE-476,CWE-476",1,0,1,0,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,True,False,False,8.33
CVE-2004-0689,7.1,0,CWE-59,1,0,0,0,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,True,False,False,True,False,False,7.84
CVE-2004-1603,5.5,0,CWE-59,0,0,0,1,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,True,4.2
CVE-2004-0747,7.8,0,"CWE-131,CWE-131",0,1,1,0,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,6.45
CVE-2004-0772,9.8,0,CWE-415,1,0,0,0,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,8.92
CVE-2004-0847,9.8,0,CWE-22,1,1,2,1,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,10.0
